 C         0.000000        0.000000        0.000000
 C        -1.195115        0.690000        0.000000
 C        -1.195115        2.070000        0.000000
 C         0.000000        2.760000        0.000000
 C         2.390230        0.000000        0.000000
 C         1.195115        0.690000        0.000000
 C         1.195115        2.070000        0.000000
 C         2.390230        2.760000        0.000000
 C         4.780460        0.000000        0.000000
 C         3.585345        0.690000        0.000000
 C         3.585345        2.070000        0.000000
 C         4.780460        2.760000        0.000000
 C         7.170691        0.000000        0.000000
 C         5.975575        0.690000        0.000000
 C         5.975575        2.070000        0.000000
 C         7.170691        2.760000        0.000000
 C         9.560921        0.000000        0.000000
 C         8.365806        0.690000        0.000000
 C         8.365806        2.070000        0.000000
 C         9.560921        2.760000        0.000000
 C        11.951151        0.000000        0.000000
 C        10.756036        0.690000        0.000000
 C        10.756036        2.070000        0.000000
 C        11.951151        2.760000        0.000000
 C        14.341381        0.000000        0.000000
 C        13.146266        0.690000        0.000000
 C        13.146266        2.070000        0.000000
 C        14.341381        2.760000        0.000000
 C        16.731611        0.000000        0.000000
 C        15.536496        0.690000        0.000000
 C        15.536496        2.070000        0.000000
 C        16.731611        2.760000        0.000000
 C        19.121841        0.000000        0.000000
 C        17.926725        0.690000        0.000000
 C        17.926725        2.070000        0.000000
 C        19.121841        2.760000        0.000000
 C        21.512072        0.000000        0.000000
 C        20.316956        0.690000        0.000000
 C        20.316956        2.070000        0.000000
 C        21.512072        2.760000        0.000000
 C        23.902302        0.000000        0.000000
 C        22.707186        0.690000        0.000000
 C        22.707186        2.070000        0.000000
 C        23.902302        2.760000        0.000000
 C        26.292532        0.000000        0.000000
 C        25.097416        0.690000        0.000000
 C        25.097416        2.070000        0.000000
 C        26.292532        2.760000        0.000000
 C        28.682762        0.000000        0.000000
 C        27.487646        0.690000        0.000000
 C        27.487646        2.070000        0.000000
 C        28.682762        2.760000        0.000000
 C        31.072992        0.000000        0.000000
 C        29.877876        0.690000        0.000000
 C        29.877876        2.070000        0.000000
 C        31.072992        2.760000        0.000000
 C        33.463223        0.000000        0.000000
 C        32.268108        0.690000        0.000000
 C        32.268108        2.070000        0.000000
 C        33.463223        2.760000        0.000000
 C        35.853451        0.000000        0.000000
 C        34.658337        0.690000        0.000000
 C        34.658337        2.070000        0.000000
 C        35.853451        2.760000        0.000000
 C        38.243683        0.000000        0.000000
 C        37.048565        0.690000        0.000000
 C        37.048565        2.070000        0.000000
 C        38.243683        2.760000        0.000000
 C        40.633911        0.000000        0.000000
 C        39.438797        0.690000        0.000000
 C        39.438797        2.070000        0.000000
 C        40.633911        2.760000        0.000000
 C        43.024143        0.000000        0.000000
 C        41.829025        0.690000        0.000000
 C        41.829025        2.070000        0.000000
 C        43.024143        2.760000        0.000000
 C        45.414371        0.000000        0.000000
 C        44.219257        0.690000        0.000000
 C        44.219257        2.070000        0.000000
 C        45.414371        2.760000        0.000000
 C        47.804604        0.000000        0.000000
 C        46.609486        0.690000        0.000000
 C        46.609486        2.070000        0.000000
 C        47.804604        2.760000        0.000000
 C        50.194832        0.000000        0.000000
 C        48.999718        0.690000        0.000000
 C        48.999718        2.070000        0.000000
 C        50.194832        2.760000        0.000000
 C        52.585064        0.000000        0.000000
 C        51.389946        0.690000        0.000000
 C        51.389946        2.070000        0.000000
 C        52.585064        2.760000        0.000000
 C        54.975292        0.000000        0.000000
 C        53.780178        0.690000        0.000000
 C        53.780178        2.070000        0.000000
 C        54.975292        2.760000        0.000000
