           1           1          0.14729440          2.15700000         52.05388740
           2           2          0.85270560          2.15700000         54.18511260
           3           2          2.33529440          3.81400000         54.18511260
           4           1          3.04070560          3.81400000         52.05388740
           5           1          0.14729440          5.47100000         52.05388740
           6           2          0.85270560          5.47100000         54.18511260
           7           2          2.33529440          7.12800000         54.18511260
           8           1          3.04070560          7.12800000         52.05388740
           9           1          0.14729440          8.78500000         52.05388740
          10           2          0.85270560          8.78500000         54.18511260
          11           2          2.33529440         10.44200000         54.18511260
          12           1          3.04070560         10.44200000         52.05388740
          13           1          0.14729440         12.09900000         52.05388740
          14           2          0.85270560         12.09900000         54.18511260
          15           2          2.33529440         13.75600000         54.18511260
          16           1          3.04070560         13.75600000         52.05388740
          17           1          0.14729440         15.41300000         52.05388740
          18           2          0.85270560         15.41300000         54.18511260
          19           2          2.33529440         17.07000000         54.18511260
          20           1          3.04070560         17.07000000         52.05388740
          21           1          0.14729440         18.72700000         52.05388740
          22           2          0.85270560         18.72700000         54.18511260
          23           2          2.33529440         20.38400000         54.18511260
          24           1          3.04070560         20.38400000         52.05388740
          25           1          0.14729440         22.04100000         52.05388740
          26           2          0.85270560         22.04100000         54.18511260
          27           2          2.33529440         23.69800000         54.18511260
          28           1          3.04070560         23.69800000         52.05388740
          29           1          0.14729440         25.35500000         52.05388740
          30           2          0.85270560         25.35500000         54.18511260
          31           2          2.33529440         27.01200000         54.18511260
          32           1          3.04070560         27.01200000         52.05388740
          33           1          0.14729440         28.66900000         52.05388740
          34           2          0.85270560         28.66900000         54.18511260
          35           2          2.33529440         30.32600000         54.18511260
          36           1          3.04070560         30.32600000         52.05388740
          37           1          0.14729440         31.98300000         52.05388740
          38           2          0.85270560         31.98300000         54.18511260
          39           2          2.33529440         33.64000000         54.18511260
          40           1          3.04070560         33.64000000         52.05388740
          41           1          0.14729440         35.29700000         52.05388740
          42           2          0.85270560         35.29700000         54.18511260
          43           2          2.33529440         36.95400000         54.18511260
          44           1          3.04070560         36.95400000         52.05388740
          45           1          0.14729440         38.61100000         52.05388740
          46           2          0.85270560         38.61100000         54.18511260
          47           2          2.33529440         40.26800000         54.18511260
          48           1          3.04070560         40.26800000         52.05388740
          49           1          0.14729440         41.92500000         52.05388740
          50           2          0.85270560         41.92500000         54.18511260
          51           2          2.33529440         43.58200000         54.18511260
          52           1          3.04070560         43.58200000         52.05388740
          53           1          0.14729440         45.23900000         52.05388740
          54           2          0.85270560         45.23900000         54.18511260
          55           2          2.33529440         46.89600000         54.18511260
          56           1          3.04070560         46.89600000         52.05388740
          57           1          0.14729440         48.55300000         52.05388740
          58           2          0.85270560         48.55300000         54.18511260
          59           2          2.33529440         50.21000000         54.18511260
          60           1          3.04070560         50.21000000         52.05388740
          61           1          0.14729440         51.86700000         52.05388740
          62           2          0.85270560         51.86700000         54.18511260
          63           2          2.33529440         53.52400000         54.18511260
          64           1          3.04070560         53.52400000         52.05388740
          65           1          0.14729440         55.18100000         52.05388740
          66           2          0.85270560         55.18100000         54.18511260
          67           2          2.33529440         56.83800000         54.18511260
          68           1          3.04070560         56.83800000         52.05388740
          69           1          0.14729440         58.49500000         52.05388740
          70           2          0.85270560         58.49500000         54.18511260
          71           2          2.33529440         60.15200000         54.18511260
          72           1          3.04070560         60.15200000         52.05388740
          73           1          4.52329440          2.15700000         52.05388740
          74           2          5.22870560          2.15700000         54.18511260
          75           2          6.71129440          3.81400000         54.18511260
          76           1          7.41670560          3.81400000         52.05388740
          77           1          4.52329440          5.47100000         52.05388740
          78           2          5.22870560          5.47100000         54.18511260
          79           2          6.71129440          7.12800000         54.18511260
          80           1          7.41670560          7.12800000         52.05388740
          81           1          4.52329440          8.78500000         52.05388740
          82           2          5.22870560          8.78500000         54.18511260
          83           2          6.71129440         10.44200000         54.18511260
          84           1          7.41670560         10.44200000         52.05388740
          85           1          4.52329440         12.09900000         52.05388740
          86           2          5.22870560         12.09900000         54.18511260
          87           2          6.71129440         13.75600000         54.18511260
          88           1          7.41670560         13.75600000         52.05388740
          89           1          4.52329440         15.41300000         52.05388740
          90           2          5.22870560         15.41300000         54.18511260
          91           2          6.71129440         17.07000000         54.18511260
          92           1          7.41670560         17.07000000         52.05388740
          93           1          4.52329440         18.72700000         52.05388740
          94           2          5.22870560         18.72700000         54.18511260
          95           2          6.71129440         20.38400000         54.18511260
          96           1          7.41670560         20.38400000         52.05388740
          97           1          4.52329440         22.04100000         52.05388740
          98           2          5.22870560         22.04100000         54.18511260
          99           2          6.71129440         23.69800000         54.18511260
         100           1          7.41670560         23.69800000         52.05388740
         101           1          4.52329440         25.35500000         52.05388740
         102           2          5.22870560         25.35500000         54.18511260
         103           2          6.71129440         27.01200000         54.18511260
         104           1          7.41670560         27.01200000         52.05388740
         105           1          4.52329440         28.66900000         52.05388740
         106           2          5.22870560         28.66900000         54.18511260
         107           2          6.71129440         30.32600000         54.18511260
         108           1          7.41670560         30.32600000         52.05388740
